9.35,13.6,55.0,0.15
10.05,16.3,46.0,0.15
10.15,15.0,49.0,0.15
10.25,15.5,49.0,0.15
10.333333,15.5,49.0,0.15
10.433333,15.1,50.0,0.2
10.633333,14.5,51.0,20.11
10.733334,17.3,44.0,15.4
10.833333,17.9,40.0,20.11
10.933333,18.2,41.0,15.4
11.016666,18.7,38.0,15.4
11.116667,18.1,41.0,20.11
11.216666,17.5,43.0,20.11
11.3,18.4,40.0,15.4
11.4,18.3,40.0,20.11
11.5,18.2,39.0,20.11
11.6,19.2,37.0,20.11
11.683333,18.5,40.0,15.4
11.783334,17.6,41.0,15.4
11.883333,18.1,41.0,15.4
11.966666,19.5,38.0,15.4
12.066667,19.7,36.0,15.4
12.166667,19.5,37.0,15.4
12.25,18.8,40.0,11.32
12.35,19.4,38.0,11.32
12.45,19.5,37.0,15.4
9.616667,16.1,53.0,20.11
9.7,15.7,53.0,20.11
9.8,16.6,50.0,20.11
9.9,16.2,51.0,15.4
10.0,16.6,50.0,20.11
10.083333,17.5,47.0,15.4
10.183333,16.7,49.0,20.11
10.283334,16.6,49.0,20.11
10.366667,17.4,47.0,11.32
10.466666,17.6,44.0,20.11
10.566667,17.5,46.0,20.11
10.65,17.6,45.0,15.4
10.75,18.7,42.0,15.4
10.85,18.5,43.0,15.4
10.95,17.8,44.0,15.4
11.033334,17.6,44.0,15.4
11.133333,18.3,43.0,20.11
11.233334,18.4,43.0,20.11
11.316667,17.9,43.0,20.11
18.25,0.0,0.0,0.0
18.383333,13.3,62.0,0.0
18.4,0.0,0.0,0.0
18.466667,13.3,62.0,0.0
18.566668,13.1,63.0,0.0
18.666666,13.2,63.0,0.0
18.75,13.1,64.0,0.0
18.85,12.9,64.0,0.0
18.95,12.9,64.0,0.0
19.033333,12.8,65.0,0.0
19.133333,12.8,65.0,0.0
19.233334,12.7,65.0,0.0
19.333334,12.6,66.0,0.0
19.416666,12.6,67.0,0.0
19.516666,12.7,67.0,0.0
19.616667,12.6,67.0,0.0
19.7,12.3,68.0,0.0
19.8,12.4,68.0,0.0
19.9,12.6,67.0,0.0
19.983334,12.3,69.0,0.0
20.083334,12.1,70.0,0.0
20.183332,12.1,70.0,0.0
20.283333,12.1,70.0,0.0
20.366667,12.1,70.0,0.0
20.466667,12.1,70.0,0.0
20.566668,12.2,69.0,0.0
20.65,12.2,70.0,0.0
20.75,12.1,70.0,0.0
20.933332,12.0,70.0,0.0
21.033333,12.1,70.0,0.0
21.133333,12.0,70.0,0.0
21.233334,12.1,70.0,0.0
21.316668,11.9,69.0,0.0
21.416666,12.0,70.0,0.0
21.516666,11.9,70.0,0.0
21.6,11.9,70.0,0.0
21.7,11.9,70.0,0.0
21.8,11.9,70.0,0.0
21.9,11.7,71.0,0.0
21.983334,11.7,71.0,0.0
22.083334,11.7,71.0,0.0
22.183332,11.8,71.0,0.0
22.266666,11.7,71.0,0.0
22.366667,11.6,72.0,0.0
22.466667,11.6,72.0,0.0
22.55,11.5,72.0,0.0
22.65,11.6,72.0,0.0
22.75,11.6,72.0,0.0
22.85,11.7,72.0,0.0
22.933332,11.4,73.0,0.0
23.033333,11.4,73.0,0.0
23.133333,11.6,72.0,0.0
23.216667,11.5,73.0,0.0
23.316668,11.5,72.0,0.0
23.416666,11.5,72.0,0.0
23.5,11.6,72.0,0.0
23.6,11.4,72.0,0.0
23.7,11.6,72.0,0.0
23.8,11.4,72.0,0.0
23.883333,11.4,72.0,0.0
23.983334,11.3,73.0,0.0
0.083333336,11.3,72.0,0.0
0.16666667,11.5,72.0,0.0
0.26666668,11.4,71.0,0.0
0.36666667,11.3,72.0,0.0
0.45,11.4,71.0,0.0
0.55,11.1,72.0,0.0
0.65,11.1,72.0,0.0
0.75,11.2,71.0,0.0
0.8333333,11.3,71.0,0.0
0.93333334,11.0,72.0,0.0
1.0333333,11.1,72.0,0.0
1.1166667,11.0,72.0,0.0
1.2166667,11.0,72.0,0.0
1.3166667,11.0,73.0,0.0
1.4,10.9,71.0,0.0
1.5,10.9,71.0,0.0
1.6,10.8,72.0,0.0
1.7,10.9,72.0,0.0
1.7833333,10.9,72.0,0.0
1.8833333,10.8,72.0,0.0
1.9833333,10.6,73.0,0.0
2.0666666,10.6,74.0,0.0
2.1666667,10.5,73.0,0.0
2.2666667,10.5,74.0,0.0
2.3,0.0,0.0,0.0
2.35,10.4,74.0,0.0
2.3666666,0.0,0.0,0.0
2.45,10.4,74.0,0.0
2.55,10.2,75.0,0.0
2.65,10.2,75.0,0.0
2.7333333,0.0,0.0,0.0
2.7333333,10.3,75.0,0.0
2.8333333,10.0,76.0,0.0
2.9333334,9.9,76.0,0.0
3.0166667,10.3,75.0,0.0
3.1166666,10.2,75.0,0.0
3.2166667,10.0,76.0,0.0
3.3,10.0,76.0,0.0
3.4,10.0,76.0,0.0
3.5,10.0,76.0,0.0
3.6,9.7,78.0,0.0
3.6833334,9.6,78.0,0.0
3.7833333,9.9,77.0,0.0
3.8833334,9.5,79.0,0.0
3.9666667,9.5,79.0,0.0
4.0666666,9.5,79.0,0.0
4.1666665,9.4,80.0,0.0
4.25,9.4,80.0,0.0
4.35,9.4,80.0,0.0
4.45,9.4,81.0,0.0
4.55,9.4,80.0,0.0
4.633333,9.3,81.0,0.0
4.733333,9.3,81.0,0.0
4.8333335,9.1,82.0,0.0
4.9166665,9.4,81.0,0.0
5.016667,9.2,82.0,0.0
5.116667,9.3,81.0,0.0
5.3,9.1,82.0,0.0
5.4,9.0,82.0,0.0
5.5,9.0,83.0,0.0
5.5833335,9.0,83.0,0.0
5.633333,0.0,0.0,0.0
5.6833334,8.9,83.0,0.0
5.7,0.0,0.0,0.0
5.7166667,0.0,0.0,0.0
5.7166667,0.0,0.0,0.0
